task_id,category,difficulty_level,solved_by_n_of_4_reference_models,base_scene,azimuth,elevation,distance_pct,cam_rot,cam_vert,initstate,noise_type,noise_severity,light,table,language,added_objects,layout_level,instruction_clean,task_language_raw,variant_name
112,Background Textures,1,4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,3,,,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket table 3,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_table_3
113,Background Textures,3,2,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,4,,,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket table 4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_table_4
114,Background Textures,2,3,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,6,,,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket table 6,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_table_6
115,Background Textures,2,3,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,8,,,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket table 8,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_table_8
116,Background Textures,2,3,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,1,,,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket tb 1,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_tb_1
117,Background Textures,1,4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,13,,,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket tb 13,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_tb_13
118,Background Textures,1,4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,18,,,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket tb 18,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_tb_18
119,Background Textures,3,2,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,19,,,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket tb 19,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_tb_19
120,Background Textures,1,4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,20,,,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket tb 20,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_tb_20
121,Background Textures,1,4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,9,,,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket tb 9,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_tb_9
122,Background Textures,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,,,,,,,,,,1,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket table 1,pick_up_the_cream_cheese_and_place_it_in_the_basket_table_1
123,Background Textures,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,,,,,,,,,,24,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket table 24,pick_up_the_cream_cheese_and_place_it_in_the_basket_table_24
124,Background Textures,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,,,,,,,,,,3,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket table 3,pick_up_the_cream_cheese_and_place_it_in_the_basket_table_3
125,Background Textures,1,4,pick_up_the_cream_cheese_and_place_it_in_the_basket,,,,,,,,,,5,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket table 5,pick_up_the_cream_cheese_and_place_it_in_the_basket_table_5
126,Background Textures,4,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,,,,,,,,,,7,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket table 7,pick_up_the_cream_cheese_and_place_it_in_the_basket_table_7
127,Background Textures,3,2,pick_up_the_ketchup_and_place_it_in_the_basket,,,,,,,,,,1,,,,pick up the ketchup and place it in the basket,pick up the ketchup and place it in the basket table 1,pick_up_the_ketchup_and_place_it_in_the_basket_table_1
128,Background Textures,1,4,pick_up_the_ketchup_and_place_it_in_the_basket,,,,,,,,,,10,,,,pick up the ketchup and place it in the basket,pick up the ketchup and place it in the basket table 10,pick_up_the_ketchup_and_place_it_in_the_basket_table_10
129,Background Textures,5,0,pick_up_the_ketchup_and_place_it_in_the_basket,,,,,,,,,,12,,,,pick up the ketchup and place it in the basket,pick up the ketchup and place it in the basket table 12,pick_up_the_ketchup_and_place_it_in_the_basket_table_12
130,Background Textures,2,3,pick_up_the_ketchup_and_place_it_in_the_basket,,,,,,,,,,13,,,,pick up the ketchup and place it in the basket,pick up the ketchup and place it in the basket table 13,pick_up_the_ketchup_and_place_it_in_the_basket_table_13
131,Background Textures,4,1,pick_up_the_ketchup_and_place_it_in_the_basket,,,,,,,,,,19,,,,pick up the ketchup and place it in the basket,pick up the ketchup and place it in the basket table 19,pick_up_the_ketchup_and_place_it_in_the_basket_table_19
132,Background Textures,1,4,pick_up_the_ketchup_and_place_it_in_the_basket,,,,,,,,,,4,,,,pick up the ketchup and place it in the basket,pick up the ketchup and place it in the basket table 4,pick_up_the_ketchup_and_place_it_in_the_basket_table_4
133,Background Textures,1,4,pick_up_the_ketchup_and_place_it_in_the_basket,,,,,,,,,,10,,,,pick up the ketchup and place it in the basket,pick up the ketchup and place it in the basket tb 10,pick_up_the_ketchup_and_place_it_in_the_basket_tb_10
134,Background Textures,1,4,pick_up_the_ketchup_and_place_it_in_the_basket,,,,,,,,,,2,,,,pick up the ketchup and place it in the basket,pick up the ketchup and place it in the basket tb 2,pick_up_the_ketchup_and_place_it_in_the_basket_tb_2
135,Background Textures,1,4,pick_up_the_ketchup_and_place_it_in_the_basket,,,,,,,,,,21,,,,pick up the ketchup and place it in the basket,pick up the ketchup and place it in the basket tb 21,pick_up_the_ketchup_and_place_it_in_the_basket_tb_21
136,Background Textures,2,3,pick_up_the_ketchup_and_place_it_in_the_basket,,,,,,,,,,22,,,,pick up the ketchup and place it in the basket,pick up the ketchup and place it in the basket tb 22,pick_up_the_ketchup_and_place_it_in_the_basket_tb_22
137,Background Textures,1,4,pick_up_the_ketchup_and_place_it_in_the_basket,,,,,,,,,,3,,,,pick up the ketchup and place it in the basket,pick up the ketchup and place it in the basket tb 3,pick_up_the_ketchup_and_place_it_in_the_basket_tb_3
138,Background Textures,4,1,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,1,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket table 1,pick_up_the_milk_and_place_it_in_the_basket_table_1
139,Background Textures,1,4,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,11,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket table 11,pick_up_the_milk_and_place_it_in_the_basket_table_11
140,Background Textures,1,4,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,12,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket table 12,pick_up_the_milk_and_place_it_in_the_basket_table_12
141,Background Textures,3,2,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,13,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket table 13,pick_up_the_milk_and_place_it_in_the_basket_table_13
142,Background Textures,4,1,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,21,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket table 21,pick_up_the_milk_and_place_it_in_the_basket_table_21
143,Background Textures,2,3,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,22,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket table 22,pick_up_the_milk_and_place_it_in_the_basket_table_22
144,Background Textures,1,4,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,23,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket table 23,pick_up_the_milk_and_place_it_in_the_basket_table_23
145,Background Textures,1,4,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,25,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket table 25,pick_up_the_milk_and_place_it_in_the_basket_table_25
146,Background Textures,4,1,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,26,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket table 26,pick_up_the_milk_and_place_it_in_the_basket_table_26
147,Background Textures,4,1,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,27,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket table 27,pick_up_the_milk_and_place_it_in_the_basket_table_27
148,Background Textures,3,2,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,3,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket table 3,pick_up_the_milk_and_place_it_in_the_basket_table_3
149,Background Textures,4,1,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,4,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket table 4,pick_up_the_milk_and_place_it_in_the_basket_table_4
150,Background Textures,4,1,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,7,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket table 7,pick_up_the_milk_and_place_it_in_the_basket_table_7
151,Background Textures,3,2,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,8,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket table 8,pick_up_the_milk_and_place_it_in_the_basket_table_8
152,Background Textures,3,2,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,9,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket table 9,pick_up_the_milk_and_place_it_in_the_basket_table_9
153,Background Textures,1,4,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,1,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket tb 1,pick_up_the_milk_and_place_it_in_the_basket_tb_1
154,Background Textures,4,1,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,10,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket tb 10,pick_up_the_milk_and_place_it_in_the_basket_tb_10
155,Background Textures,4,1,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,11,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket tb 11,pick_up_the_milk_and_place_it_in_the_basket_tb_11
156,Background Textures,3,2,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,12,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket tb 12,pick_up_the_milk_and_place_it_in_the_basket_tb_12
157,Background Textures,3,2,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,13,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket tb 13,pick_up_the_milk_and_place_it_in_the_basket_tb_13
158,Background Textures,3,2,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,14,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket tb 14,pick_up_the_milk_and_place_it_in_the_basket_tb_14
159,Background Textures,3,2,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,15,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket tb 15,pick_up_the_milk_and_place_it_in_the_basket_tb_15
160,Background Textures,3,2,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,16,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket tb 16,pick_up_the_milk_and_place_it_in_the_basket_tb_16
161,Background Textures,4,1,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,18,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket tb 18,pick_up_the_milk_and_place_it_in_the_basket_tb_18
162,Background Textures,3,2,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,19,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket tb 19,pick_up_the_milk_and_place_it_in_the_basket_tb_19
163,Background Textures,3,2,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,20,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket tb 20,pick_up_the_milk_and_place_it_in_the_basket_tb_20
164,Background Textures,3,2,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,21,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket tb 21,pick_up_the_milk_and_place_it_in_the_basket_tb_21
165,Background Textures,3,2,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,22,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket tb 22,pick_up_the_milk_and_place_it_in_the_basket_tb_22
166,Background Textures,1,4,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,3,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket tb 3,pick_up_the_milk_and_place_it_in_the_basket_tb_3
167,Background Textures,1,4,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,6,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket tb 6,pick_up_the_milk_and_place_it_in_the_basket_tb_6
168,Background Textures,1,4,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,8,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket tb 8,pick_up_the_milk_and_place_it_in_the_basket_tb_8
169,Background Textures,1,4,pick_up_the_milk_and_place_it_in_the_basket,,,,,,,,,,9,,,,pick up the milk and place it in the basket,pick up the milk and place it in the basket tb 9,pick_up_the_milk_and_place_it_in_the_basket_tb_9
170,Background Textures,1,4,pick_up_the_orange_juice_and_place_it_in_the_basket,,,,,,,,,,1,,,,pick up the orange juice and place it in the basket,pick up the orange juice and place it in the basket table 1,pick_up_the_orange_juice_and_place_it_in_the_basket_table_1
171,Background Textures,3,2,pick_up_the_orange_juice_and_place_it_in_the_basket,,,,,,,,,,10,,,,pick up the orange juice and place it in the basket,pick up the orange juice and place it in the basket table 10,pick_up_the_orange_juice_and_place_it_in_the_basket_table_10
172,Background Textures,3,2,pick_up_the_orange_juice_and_place_it_in_the_basket,,,,,,,,,,11,,,,pick up the orange juice and place it in the basket,pick up the orange juice and place it in the basket table 11,pick_up_the_orange_juice_and_place_it_in_the_basket_table_11
173,Background Textures,3,2,pick_up_the_orange_juice_and_place_it_in_the_basket,,,,,,,,,,12,,,,pick up the orange juice and place it in the basket,pick up the orange juice and place it in the basket table 12,pick_up_the_orange_juice_and_place_it_in_the_basket_table_12
174,Background Textures,3,2,pick_up_the_orange_juice_and_place_it_in_the_basket,,,,,,,,,,14,,,,pick up the orange juice and place it in the basket,pick up the orange juice and place it in the basket table 14,pick_up_the_orange_juice_and_place_it_in_the_basket_table_14
